hsa.let.7f.2	hsa.mir.1249	0.0295781112007838	3.22542926534112e-05	5.20806836300383	4.2061668237281e-07
hsa.mir.1.1	hsa.mir.1269	-0.0505049861218604	4.4378313915092e-05	7.58139033320434	8.16235967704415e-13
hsa.mir.1.1	hsa.mir.3132	-0.0178712019564884	4.0529538737899e-05	2.80716494628826	0.00542306862563358
hsa.mir.106b	hsa.mir.1302.4	0.0353143851014989	3.2607829510044e-05	6.1843021905453	2.78810707854404e-09
hsa.mir.106b	hsa.mir.30c.1	-0.0319584532017581	3.02710043785138e-05	5.80861157214787	2.06323269580366e-08
hsa.mir.107	hsa.mir.297	0.0176980993537307	3.84552280528414e-05	2.85396690856835	0.00470826207772257
hsa.mir.10b	hsa.mir.1181	0.0220410189393539	3.42003457778886e-05	3.76891566225	0.000208010178853968
hsa.mir.1178	hsa.mir.1233.1	0.0296425122639177	3.42039377012415e-05	5.06847087032559	8.19232258475466e-07
hsa.mir.1178	hsa.mir.190b	-0.0357870254553214	3.42722458168309e-05	6.1129989353525	4.10324485500269e-09
hsa.mir.1180	hsa.mir.1197	0.0177530963347769	3.30369191285947e-05	3.08869012512328	0.00225553217820229
hsa.mir.1180	hsa.mir.17	-0.0133444507247087	3.33168986983545e-05	2.31189666336251	0.0216602338120229
hsa.mir.1181	hsa.mir.181b.2	0.0374000727364201	4.18146520885437e-05	5.78373256046753	2.34846821989265e-08
hsa.mir.1184.3	hsa.mir.215	-0.056272799842561	3.31399014475232e-05	9.77513845933494	0
hsa.mir.1185.1	hsa.mir.1257	0.0239903111356829	4.28458049833842e-05	3.66506538679571	0.000306501700128914
hsa.mir.1206	hsa.mir.1250	0.0409974973266548	3.64426448817473e-05	6.79129196565616	9.23376930472841e-11
hsa.mir.1206	hsa.mir.1270.2	0.0243463444837738	3.81588663706078e-05	3.94126857545958	0.000107312984266361
hsa.mir.1208	hsa.mir.3118.2	-0.0302060091106789	3.7557090200093e-05	4.92887019021012	1.57445740489592e-06
hsa.mir.122	hsa.mir.3122	0.0159358216536401	3.41130904395423e-05	2.72843698460435	0.00685073357774613
hsa.mir.1224	hsa.mir.3135	-0.0205495120176833	4.04549919735477e-05	3.23084001870873	0.00141325653483748
