hsa.let.7c	-0.0596020321162235	5.02056530814427e-05	8.41171900846662	3.99680288865056e-15
hsa.mir.1180	-0.0432761228910706	4.40737551147742e-05	6.51865982784739	4.37746061621169e-10
hsa.mir.137	0.0619836183517244	3.76629366682047e-05	10.0999642141034	0
hsa.mir.144	-0.0448616600128694	4.10754775991946e-05	6.99977416948946	2.73430167396782e-11
hsa.mir.146b	-0.0552339742862738	3.87909120535364e-05	8.86831882378272	2.22044604925031e-16
hsa.mir.151	0.0696545039045842	5.00744448296309e-05	9.84330930095253	0
hsa.mir.155	-0.0670924320288401	4.41053677205529e-05	10.1024756242954	0
hsa.mir.187	-0.0663014243944354	3.89727394043867e-05	10.6204371194928	0
hsa.mir.24.1	0.0411997721335689	3.86510052294844e-05	6.62696103922247	2.37066144492815e-10
hsa.mir.298	-0.0382554416652571	3.74524356723763e-05	6.25105308401681	1.9365322678766e-09
hsa.mir.1972.1	-0.0173702803024161	3.31657547012636e-05	3.01621214625662	0.00284462065466129
