hsa.let.7i	hsa.mir.1271	0.0297944831902654	5.32322833092406e-05	4.08364808673843	6.10555112228184e-05
hsa.mir.1.2	hsa.mir.605	0.0280891374419788	5.01699713271809e-05	3.96566913087043	9.75338616568955e-05
hsa.mir.1181	hsa.mir.23c	0.0259492325562773	4.72154789090582e-05	3.77643764881825	0.000202184991854537
hsa.mir.1181	hsa.mir.570	-0.0191956841141552	4.7784822933562e-05	2.7768895362058	0.00593658840696487
hsa.mir.1181	hsa.mir.653	-0.0320476580436759	4.73863471433693e-05	4.65553592318547	5.4386069354706e-06
hsa.mir.1245	hsa.mir.1254	0.0448959675814617	5.29582639465481e-05	6.16936500769358	3.02394331797018e-09
hsa.mir.1247	hsa.mir.625	0.022971471952313	5.48972131626103e-05	3.10037106767673	0.00217187005420016
hsa.mir.1254	hsa.mir.128.2	0.0251680592093229	5.53008506113687e-05	3.38441663681473	0.000837369129939702
hsa.mir.1254	hsa.mir.3615	0.0256013607843433	5.76192099017313e-05	3.37271310806583	0.000872023686635526
hsa.mir.1262	hsa.mir.222	-0.0221502352318548	4.90487628407297e-05	3.16274599099355	0.00177159461942744
hsa.mir.1262	hsa.mir.496	-0.0340662032369084	7.12919617087731e-05	4.03462755701295	7.42695167472718e-05
hsa.mir.1262	hsa.mir.548v	-0.0146635868429082	4.74550170855302e-05	2.12862495113103	0.0343394925887424
hsa.mir.128.2	hsa.mir.181b.2	-0.0173490633481356	4.82015178472537e-05	2.49888157969585	0.0131515034571907
hsa.mir.1288	hsa.mir.148a	0.0162721107739519	4.73336097054195e-05	2.36515212429318	0.0188466057369157
hsa.mir.1288	hsa.mir.190	0.0229747426652819	4.92858718259135e-05	3.27257368613184	0.00122819442619448
hsa.mir.129.1	hsa.mir.592	-0.0236389835931166	5.19074220773075e-05	3.28105921868327	0.00119343586211018
hsa.mir.1292	hsa.mir.629	-0.0317270611834983	5.38121533172311e-05	4.32503534212393	2.26598151267243e-05
hsa.mir.1304	hsa.mir.628	-0.0473317536896463	5.20471523828219e-05	6.56075936733275	3.45159900660974e-10
hsa.mir.1306	hsa.mir.221	-0.0271432632096754	6.63949064663689e-05	3.33115373682592	0.00100619331661411
hsa.mir.132	hsa.mir.148a	0.0274861566281119	4.8464480586097e-05	3.9482281051317	0.000104432762695339
hsa.mir.139	hsa.mir.199b	-0.0413655648799947	5.2431934371406e-05	5.71269475492561	3.39180783459625e-08
hsa.mir.140	hsa.mir.4326	0.0288634565986293	4.92983000509302e-05	4.11085698143898	5.47212316490686e-05
hsa.mir.142	hsa.mir.598	-0.0130397148672666	3.91466840513458e-05	2.08410984265027	0.0382447326972981
hsa.mir.145	hsa.mir.188	-0.0463235289914945	6.2048118096176e-05	5.88081246326535	1.41383624807645e-08
hsa.mir.1468	hsa.mir.491	-0.0192170538581783	4.58077802691587e-05	2.83933858032016	0.00492187780973596
hsa.mir.149	hsa.mir.92a.1	-0.0262282883017058	4.87985698369001e-05	3.754623566433	0.000219518009203057
hsa.mir.155	hsa.mir.3607	-0.017947869745912	4.8499538217532e-05	2.57717617182469	0.010580342202144
hsa.mir.155	hsa.mir.421	0.0142742585160905	5.21207992499545e-05	1.97718826622337	0.0492043368345254
hsa.mir.155	hsa.mir.629	0.0250939658867406	6.08124943759714e-05	3.2179025990985	0.00147568211272686
hsa.mir.181a.2	hsa.mir.224	-0.0192449202388454	4.73288198763229e-05	2.79739167220978	0.00558424928652657
hsa.mir.196a.2	hsa.mir.451	0.0205085113863675	5.07577410148704e-05	2.8786110981992	0.00436740799912894
hsa.mir.199b	hsa.mir.539	-0.0204752931368849	6.57667764458022e-05	2.5247992375022	0.0122446320672163
hsa.mir.20b	hsa.mir.33b	-0.0186931676207981	5.19416788641814e-05	2.59373085767665	0.0100981344743949
