id	target
1	100.468233979815
2	105.532027551144
3	111.415456225244
4	101.412027534582
5	94.5377142127939
6	102.875333688847
7	87.331453569789
8	96.8134386118266
9	107.877980293859
10	90.3385068363959
11	113.087003524203
12	88.1008211686127
13	104.143040608375
14	94.2466695296371
15	92.5056315908037
16	107.835338129909
17	76.6681042207379
18	81.5971383637951
19	114.728460894349
20	83.9078770813855
21	107.990141235842
22	94.8436531740592
23	103.930573411037
24	108.910453273509
25	82.3673084503562
26	104.17133196727
27	96.6466126132494
28	97.6161630649703
29	107.122952292672
30	120.229037506214
31	105.696556393497
32	96.5039633812983
33	95.8076295356986
34	85.7313844560128
35	101.316428677503
36	111.455725285259
37	90.880985425662
38	89.7497753231503
39	113.73084961333
40	114.755837526316
41	107.752668901262
42	87.0042888252208
43	108.198912896417
44	90.1962845787489
45	100.841852520757
46	85.9099194150386
47	84.8487286155407
48	108.771934358938
49	115.361406715701
50	81.0936390605832
51	83.4816568114057
52	104.88563941052
53	93.6546196619983
54	90.9565466439319
55	94.4591949832196
56	89.4164250356389
57	113.464109614154
58	98.5298304999886
59	101.147126278894
60	101.956566226477
61	106.691770254261
62	93.9998298364687
63	104.687139530027
64	99.338302282498
65	93.9512690653257
66	96.3411476665264
67	92.7112985122164
68	112.466723916976
69	91.0312570446562
70	97.7905653494662
71	97.3967736147973
72	89.158162715946
73	92.5408706496724
74	81.2799945106701
75	78.5182958858909
76	94.1681050619412
77	102.826473280735
78	105.034091907251
79	87.744855674911
80	89.1576889181705
81	113.751711136304
82	104.659423239243
83	107.150747075559
84	73.2768967686352
85	92.0735720975315
86	104.149098428056
87	125.055551099589
88	112.360507437367
89	93.2414377461293
90	113.724980643217
91	83.1788745563285
92	92.0550258576724
93	105.039349958655
94	90.8708592522316
95	102.036583302189
96	102.418535245777
97	80.0013079185725
98	96.1716489512381
99	112.479639495577
100	83.9574635457075
101	114.742972829804
102	93.4725869753331
103	111.177892512083
104	106.725124735624
105	102.869595515751
106	88.0626368715011
107	104.939819387285
108	90.1901821067406
109	114.817172877914
110	118.60136114987
111	102.859589152244
112	111.811071207293
113	103.311242392819
114	83.1146584851582
115	99.2083682660357
116	95.1111075767809
117	88.1236422135537
118	109.435560737071
119	106.059573725565
120	104.899178945551
121	99.4112311872223
122	121.993437392119
123	91.9460662943463
124	99.2026192338942
125	106.035452747527
126	109.933033534725
127	87.9171946859459
128	110.779282877246
129	106.95694262688
130	99.7590934889695
131	96.1110432400224
132	121.020403868846
133	103.267063395052
134	108.132933169932
135	96.0402444779629
136	108.411273094353
137	107.598539105263
138	103.256638604623
139	110.371051895829
140	106.792923208635
141	97.7428240246019
142	115.504868078208
143	113.985578816408
144	114.383506102054
145	89.5352055732596
146	105.744172249714
147	96.5819022067752
148	96.331793659988
149	97.4060632345357
150	97.6055302467458
151	77.3028763657816
152	110.720965110704
153	113.254004470555
154	106.699964006129
155	94.778359621761
156	101.259101402767
157	87.6862197428003
158	100.424917371269
159	89.1776808859772
160	98.1280023140259
161	74.6579954935366
162	101.335525140041
163	88.9099165171337
164	107.665090406216
165	128.499723995139
166	91.3304100125088
167	100.000337823677
168	104.586737275979
169	95.2388235940351
170	112.84274833763
171	119.940490072034
172	107.352669267559
173	99.7843536137589
174	94.399172127414
175	90.1455273255001
176	109.554850640244
177	97.3850289371606
178	103.202790357424
179	102.428340864481
180	98.0346722463148
181	97.724194077127
182	122.897462623439
183	101.74695405596
184	96.2151604997893
185	89.9556712053575
186	96.8770374998732
187	115.174728265185
188	98.9772104696806
189	119.723302388994
190	84.892797303049
191	83.1147087750041
192	95.18831516219
193	102.28646472059
194	93.638678057303
195	92.866246885598
196	86.7252427836478
197	112.746456720016
198	117.53031200429
199	90.921993438679
200	84.0666030040632
201	96.9063920809985
202	117.761330814709
203	102.350487947031
204	97.0984804295741
205	88.409113074727
206	106.167552923706
207	90.4641179861925
208	111.685459678642
209	116.442750288874
210	102.398883890833
211	125.281515664989
212	124.903956656827
213	104.14008271232
214	92.1974325289635
215	111.730361284305
216	99.2102707069437
217	113.376224024906
218	114.030682758472
219	102.669665822779
220	109.186731644621
221	104.421356204696
222	103.548383152245
223	127.200030960268
224	81.3310457654541
225	82.6147031302791
226	76.0698361231297
227	115.218847340014
228	107.939281194768
229	92.5499473216378
230	95.8352815319101
231	105.234174284162
232	104.41594918711
233	97.8716115373623
234	116.546670287621
235	92.3861624001107
236	109.925472610582
237	99.1985834079203
238	105.67583343118
239	97.2229694026242
240	103.53581278728
241	107.708088858174
242	110.472569074643
243	109.567124367994
244	115.274950422742
245	113.836215048765
246	89.1053141779358
247	110.2235906426
248	102.332898925403
249	109.37655406119
250	109.923144344857
251	116.67318617033
252	107.520574315023
253	89.6091526666409
254	85.1113101801661
255	103.449063734012
256	109.027315468542
257	100.125655352797
258	100.871326944834
259	93.3981717363047
260	103.691261940767
261	97.6423864950092
262	82.0604089924282
263	89.4124551411469
264	91.6707019104076
265	98.6994651223289
266	92.9540488113354
267	116.869311157091
268	81.2384832210578
269	111.448488496625
270	114.936280785576
271	100.236356880424
272	84.9179167372048
273	102.545268992566
274	79.9315082747052
275	94.9572576908857
276	88.216807384969
277	111.766035263295
278	95.643136424647
279	89.5479060244488
280	87.3688849130195
281	101.549732099138
282	98.3151997989674
283	102.522756936592
284	96.5238869381523
285	111.030834886572
286	110.35740694383
287	90.8889447399908
288	105.503426509082
289	67.5425832238895
290	103.129512839821
291	102.240279728868
292	90.8346733761075
293	112.908319974024
294	97.1613051054621
295	98.5530339667507
296	90.0986951942708
297	111.009781675076
298	104.632358146274
299	96.4887126294707
300	100.255305491712
301	109.245280623709
302	78.5779886331498
303	101.433263600485
304	81.2713655121911
305	87.4345836915746
306	83.640390508163
307	124.861723548653
308	99.9775392094831
309	122.997277375835
310	99.2760108831488
311	79.1465066287151
312	88.1650623520199
313	105.829457583398
314	98.0942004249838
315	97.1793608525956
316	112.952524646211
317	112.035769100167
318	100.80746608992
319	117.422496738713
320	109.135165575722
321	102.515775902058
322	105.451675796945
323	103.186961295856
324	89.5540116853142
325	79.9018506299035
326	106.645840697884
327	74.3160080048304
328	112.865574038371
329	94.4641319366516
330	116.99645801148
331	107.282574563941
332	114.712831676943
333	114.68505919459
334	115.871823605257
335	93.7472820302155
336	82.5818150792033
337	102.553432380714
338	85.7088750029891
339	113.329155864811
340	92.5519663944046
341	90.035108172154
342	95.6617935033499
343	94.9321909387035
344	93.49773326425
345	109.593652896373
346	103.511518596257
347	95.5781044398527
348	94.9676725636259
349	113.283461389039
350	109.995328512096
351	97.7177551224298
352	96.9705523889955
353	110.692308000278
354	96.4539417631185
355	100.05532945482
356	86.5592293167544
357	87.7951024097652
358	87.7060327748379
359	97.4124030088062
360	121.188017424461
361	91.9814695162419
362	104.567023942923
363	92.9932223433389
